,0
0,0.7968099231306779
1,0.759035639412998
2,0.7744304682040533
3,0.7486897274633124
4,0.8053074772886093
5,0.7429315164220824
6,0.7648567435359889
7,0.7850524109014675
8,0.7865513626834381
9,0.8232459818308875
10,0.8026415094339623
11,0.7490915443745633
12,0.7678406708595388
13,0.7723340321453528
14,0.7659503843466108
15,0.8008245981830889
16,0.7973899371069183
17,0.8082774283717681
18,0.733088749126485
19,0.8201222921034242
20,0.8131656184486374
21,0.7915618448637318
22,0.8017155835080363
23,0.8092417889587702
24,0.8653948287910552
25,0.7701187980433265
26,0.811030747728861
27,0.7788784067085954
28,0.7629070580013977
29,0.7901432564640112
30,0.6793326345213138
31,0.8494828791055207
32,0.7696575821104124
33,0.6833263452131376
34,0.8560482180293502
35,0.6991229909154437
36,0.7496016771488471
37,0.791429070580014
38,0.8052969951083158
39,0.8061320754716981
40,0.7886477987421384
41,0.8253214535290008
42,0.7915059399021663
43,0.8052585604472398
44,0.7638784067085955
45,0.7938539482879106
46,0.7837840670859538
47,0.7591719077568133
48,0.7683053808525507
49,0.7873130677847658
50,0.7818728162124389
51,0.7820964360587002
52,0.7558176100628929
53,0.8298008385744234
54,0.6775052410901466
55,0.7903039832285116
56,0.7207512229210342
57,0.762900069881202
58,0.7643815513626834
59,0.7645946890286512
60,0.7505660377358491
61,0.7087665967854646
62,0.7531551362683438
63,0.8384032145352901
64,0.8253214535290008
65,0.7944269741439552
66,0.7556149545772188
67,0.827375960866527
68,0.7740251572327045
69,0.7951572327044025
70,0.7947833682739344
71,0.8775541579315164
72,0.6987002096436059
73,0.803784067085954
74,0.7715164220824599
75,0.8653459119496855
76,0.8970300489168415
77,0.6915269042627533
78,0.8025646401118098
79,0.7243151642208246
80,0.7651816911250873
81,0.802082459818309
82,0.8512962962962962
83,0.7981830887491265
84,0.8083892382948985
85,0.7977533193570929
86,0.7781551362683439
87,0.8149930118798043
88,0.795108315863033
89,0.8468728162124389
90,0.7848777078965757
91,0.758633822501747
92,0.7975890985324948
93,0.8074982529699511
94,0.8076659678546472
95,0.7580677847658981
96,0.7836827393431167
97,0.7623584905660377
98,0.7095946890286513
99,0.7579804332634521
100,0.8026659678546471
101,0.7157721872816213
102,0.7473654786862334
103,0.747753319357093
104,0.7897204751921733
105,0.7605415793151641
106,0.8057931516422083
107,0.7000384346610761
108,0.8365723270440253
109,0.7570929419986023
110,0.745104821802935
111,0.8088749126484975
112,0.780503144654088
113,0.74062893081761
114,0.7634835779175402
115,0.7615094339622641
116,0.7103773584905659
117,0.8176345213137666
118,0.8125471698113207
119,0.8080293501048217
120,0.814828791055206
121,0.8191439552760308
122,0.7125227113906358
123,0.823071278825996
124,0.8001886792452829
125,0.8213312368972746
126,0.8022781271837875
127,0.7342557651991615
128,0.7666247379454927
129,0.8172816212438854
130,0.8223095737246681
131,0.7415723270440252
132,0.7571069182389938
133,0.8338015373864431
134,0.7796296296296297
135,0.7731097134870719
136,0.8247519217330538
137,0.8112473794549265
138,0.7615897973445145
139,0.8264465408805032
140,0.7714185883997204
141,0.7365443745632425
142,0.7985255066387141
143,0.7969007686932216
144,0.7402375960866527
145,0.8275296995108317
146,0.7807721872816213
147,0.7692278127183788
148,0.7717470300489169
149,0.8588644304682042
150,0.7477183787561146
151,0.8150698812019567
152,0.7175925925925926
153,0.7899196366177498
154,0.7355904961565338
155,0.7966422082459819
156,0.8020824598183088
157,0.8041858839972049
158,0.765545073375262
159,0.8059993011879802
160,0.7977707896575821
161,0.7904332634521314
162,0.8099266247379455
163,0.7466142557651991
164,0.8208350803633822
165,0.7293011879804332
166,0.8576694619147449
167,0.790296995108316
168,0.8015129280223621
169,0.749283717679944
170,0.7277463312368974
171,0.7484696016771488
172,0.7518728162124388
173,0.8617819706498953
174,0.7964605171208945
175,0.7601362683438155
176,0.7335150244584207
177,0.7934486373165619
178,0.8073584905660377
179,0.7248881900768694
180,0.7891858839972048
181,0.7722990915443745
182,0.7473829489867226
